"","PFCF.ratio","PB.ratio","PTB.ratio","EV.to.Sales","Enterprise.Value.over.EBITDA","EV.to.Operating.cash.flow","EV.to.Free.cash.flow","Earnings.Yield","Free.Cash.Flow.Yield","Debt.to.Equity","Inventory.Turnover","ROE","Capex.per.Share","Gross.Profit.Growth","EBIT.Growth","Operating.Income.Growth","Net.Income.Growth","EPS.Growth","EPS.Diluted.Growth","Weighted.Average.Shares.Growth","Weighted.Average.Shares.Diluted.Growth","Dividends.per.Share.Growth","Operating.Cash.Flow.growth","Free.Cash.Flow.growth","X10Y.Revenue.Growth..per.Share.","X5Y.Revenue.Growth..per.Share.","X3Y.Revenue.Growth..per.Share.","X10Y.Operating.CF.Growth..per.Share.","X5Y.Operating.CF.Growth..per.Share.","X3Y.Operating.CF.Growth..per.Share.","X10Y.Net.Income.Growth..per.Share.","X5Y.Net.Income.Growth..per.Share.","X3Y.Net.Income.Growth..per.Share.","X10Y.Shareholders.Equity.Growth..per.Share.","X5Y.Shareholders.Equity.Growth..per.Share.","X3Y.Shareholders.Equity.Growth..per.Share.","X10Y.Dividend.per.Share.Growth..per.Share.","X5Y.Dividend.per.Share.Growth..per.Share.","X3Y.Dividend.per.Share.Growth..per.Share.","Receivables.growth","Inventory.Growth","Asset.Growth","Book.Value.per.Share.Growth","Debt.Growth","R.D.Expense.Growth","X2015.PRICE.VAR...."
"1464",10.5069,19.088,0,0.8533,8.802,14.0513,14.9933,0.0736,0.0952,9.6653,0,1.3528,-0.1404,-0.0582,0.0461,0.0322,0.0599,0.0385,0.0621,0.0213,NA,-0.7129,-0.2839,-0.2774,NA,NA,-0.0265,NA,NA,0.0187,NA,NA,0.3718,NA,NA,-0.4373,NA,NA,0,-0.1096,0,-0.0745,-0.2585,-0.0328,0,18.3726327035003
"2136",0,0.8129,0.8129,2.8685,17.4879,-12.5202,-9.517,0.121,-0.2557,1.44,0,0.0982,-0.8466,-0.1688,-0.391,-0.2676,4.1849,4.2188,4.1875,-0.005,-0.0041,0,-1.3854,-1.5297,0.1687,0.5186,-0.1385,0,0,0,0.3341,0,0,0.0331,-0.0252,0.0243,0,0,0,0,0,0.1607,0.1092,0.2983,0,48.9781049300005
"3138",14.9772,0.9304,1.9654,1.6877,9.6369,17.7358,44.5608,0.0085,0.066,2.322,14.7953,0.0137,-2.7216,0.2828,5.9778,2.7055,1.1975,1.1885,1.1885,0.0341,0.0495,0.2,0.189,1.8382,0.1627,0.0548,0.0789,0.0344,-0.1199,-0.0237,-0.0806,-0.3631,-0.2123,0.0806,-0.0132,-0.0214,0,0,0,-0.1689,0.3886,0.1936,-0.0168,0.2546,0.0476,-55.923423526692
"1041",19.0309,1.4717,1.4717,1.5126,11.6966,24.1022,25.6351,0.0598,0.0524,0.8772,0.7022,0.0882,-0.0849,0.5338,0.8849,0.9757,0.9931,0.8911,0.8969,0.049,0.0445,0,1.5505,1.5006,-0.0164,0.1518,0.3562,0.078,0.0012,0.712,-0.0356,0,1.0035,0.0533,0.0689,0.1194,0,0,0,0.0167,0.3956,0.2301,0.1024,0.3505,0,-2.71693447479893
"925",15.4,1.9558,2.1873,0.9634,23.1742,14.0641,19.8359,-0.0563,0.064,0.631,16.7068,-0.1122,-0.0616,0.1286,-1.3999,-0.5976,-2.3842,-2.3,-2.4444,0.0386,-0.0491,0,0.0565,-0.2565,-0.0866,-0.1374,-0.1917,-0.0964,-0.1225,0.0329,0,0,0,-0.1135,-0.1481,-0.2199,0,0,0,-0.2034,0.1342,-0.0712,-0.0292,-0.1878,0.4493,-28.3018838217691
"3555",9.7607,0.9758,7.6193,0.6218,9.5859,8.6903,9.5547,0.042,0.1025,0,895.4977,0.041,-0.308,-0.2057,2.8536,3.2627,8.6913,8.4706,8.4706,0.0028,0.0054,0,-0.3259,-0.3405,0.064,-0.0341,-0.153,0.1493,-0.0168,-0.1739,0.0519,-0.1653,-0.2961,0.1206,0.0622,0.0139,0,0,0,-0.1763,-1,-0.1369,0.0157,-1,0,3.65629347628707
"3055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9396213292074
"2012",84.7498,7.1342,7.1342,7.8784,14.7344,15.6701,41.1558,0.0208,0.0118,2.9062,0,0.149,-1.5323,0.0658,-0.1711,0.0326,-0.3119,-0.3246,-0.3186,0.015,NA,0.0556,0.0069,-0.6838,0.0232,0.0538,0.0628,0.0245,0.0449,0.0786,0.1964,0.0139,0.1444,0.0584,-0.0204,-0.0083,0.0436,0.0456,0.0634,0,0,0.0455,-0.0628,0.0816,0,-9.34131460378803
"2851",13.0078,1.8871,1.8871,8.1167,17.1491,20.2647,21.9416,0.0715,0.0769,0.5917,0,0.134,-0.0988,0.1236,0.3048,0.3048,0.2816,0.249,0.246,0.01,NA,0.087,-0.3162,-0.3263,0.0571,0.0845,0.0818,0.0775,0.2307,-0.0556,0.0568,0.1455,0.1145,0.0772,0.0934,0.0912,0.0391,0.0532,0.0694,0.0469,0,0.0731,0.1215,0.0101,0,18.1384704570969
"2576",0.4878,0.087,0.087,0.8386,0,2.0011,2.0011,-1.4195,2.0502,0.2811,NA,0.0661,NA,-0.0978,-0.0432,-0.0432,NA,NA,NA,NA,NA,0,-0.1362,-0.1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0106,0,-0.0211,NA,-0.0191,NA,-50
"1953",0,2.7808,2.9025,12.5378,21.9299,27.7447,-122.1386,0.0198,-0.0118,1.2493,0,0.0548,-5.2346,0.1187,0.099,0.0552,0.0491,0.0452,0.039,0.0052,0.0053,0.0841,0.0503,0.2181,0.1281,0.0929,0.0759,0.0903,0.0904,0.0802,0.0111,-0.0153,0.0045,0.3143,0.128,-0.1009,0.0859,0.0766,0.0883,0,0,0.0727,-0.0214,0.158,0,-29.3681073408225
"486",28.1686,NA,NA,NA,NA,NA,NA,0.0205,0.0321,0.4423,10.3296,0.0439,-0.3721,0.061,1.3191,1.5532,0.6847,0.6026,0.5947,0.0324,0.0412,0,0.112,0.154,0.0793,0.0267,0.0363,0.1251,0.0259,0.0443,0.0379,-0.0627,0.0546,0.1492,-0.0019,0.0022,0,0,0,0.0213,0.0326,0.0895,-0.0545,0.3863,0.1205,18.3140828792431
"2917",15.1208,0.9237,0.9237,6.3793,15.2265,21.5397,23.4336,0.071,0.0611,0.4202,0,0.0651,-0.1049,-0.0044,-0.0207,-0.0207,-0.0376,0.0132,0.0134,-0.0515,-0.0536,0.129,-0.187,-0.1362,NA,0.1075,0.0672,NA,0.1637,-0.0627,NA,0.1478,0.0885,NA,0.0382,0.0577,NA,0,0.2722,0,0,0.0464,0.0753,0.0023,0,32.8967321069478
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.0618523006215
"147",31.1914,0,0,2.2843,0,31.5047,-106.4287,-0.0366,-0.0095,NA,NA,NA,-0.7342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.7464752834814
"1813",12.7674,1.6027,2.3456,0.7652,8.6397,9.3197,10.8972,0.0553,0.0783,0.1309,28.3869,0.0888,-0.6205,0.0318,1.1715,1.2705,1.7701,1.7553,1.7553,0.0019,0.0032,0,9.6479,5.3976,0.0681,0.0635,0.0235,0,-0.0831,-0.0389,0.065,0.0189,-0.0693,0.1008,0.1173,0.1044,0.0414,0.0592,-0.0501,0.0302,-0.351,0.0766,0.0891,-0.0051,-0.2653,-11.0616201579484
"3162",21.1875,2.2051,2.2051,0.8196,11.263,8.5543,30.5266,0.0669,0.0471,0.9664,12.1666,0.1469,-3.0617,0.2275,0.2576,0.2635,0.2366,0.2246,0.219,0.0106,0.0155,0.0545,2.1418,2.8046,0.0377,0.076,0.0686,0,0.0604,0.1205,0.0688,0.3913,0.1125,0.0731,0.0698,0.0693,0.0942,0.1143,0.1394,-0.2085,-0.1312,0.0513,0.0774,-0.0142,0,11.2216374505225
"1371",0,3.0691,3.3295,3.7665,27.0101,192.6615,-10.8116,0.0207,-0.0915,0.1952,13.8445,0.058,-1.4708,0.0764,2.199,2.3656,1.5805,1.4754,1.4754,0.2269,0.2307,0,-0.7734,-5.0863,NA,0.1872,0.3976,NA,0,-0.4463,NA,0.419,-0.0463,NA,0.3518,0.3465,NA,0,0,0.6998,0.6766,0.5813,0.9479,-0.3527,-0.261,-16.411045625637
"2986",5.882,0.7833,1.0604,3.392,8.2835,11.0555,11.356,0.2536,0.1692,0.2604,0,0.1982,0.2911,-0.0299,0.6311,0.6311,6.3768,6.25,6.25,0.0011,0.0012,0,-0.4064,-0.2276,-0.0579,-0.0551,-0.078,-0.129,-0.2525,-0.334,0.0209,0,0.5454,-0.0461,-0.1198,-0.0909,-1,-1,0,0,0,0.0612,0.2475,-0.0244,0,8.28430753900794
"3445",147.935,0.6548,0,2.1324,0,116.9921,435.7586,-0.4634,0.0022,0.3262,0,-0.2818,-0.1761,0.4951,-2.2052,-2.9716,-1.3282,0.4299,0.4299,3.0863,3.0863,0,5.9247,1.6295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3204,0,0.4306,2.1001,-0.188,1.5305,-25.8675076649942
"2358",14.7249,1.5755,1.7412,0.2558,4.3067,5.4441,16.4872,0.1239,0.0659,0.5863,12.2939,0.1983,-3.758,-0.0245,0.4746,0.509,0.6873,0.6985,0.6784,-0.0069,-0.0115,0.0526,2.6442,1.909,0.1855,0.1918,-0.0211,0.244,0.1693,0.346,0.3369,2.0406,0.0647,0.2825,0.115,0.1382,0,0.4614,0.4471,-0.2136,-0.3015,0.017,0.0787,0.4314,0,-11.9161830766908
"133",14.925,36.4545,73.61,0.7418,7.2308,13.1116,15.5498,0.0744,0.0684,7.4619,22.1156,2.8529,-0.1256,0.0539,0.7777,0.6115,0.4962,0.5306,0.6905,-0.0578,-0.0918,0,0.1353,0.8286,0,0.8153,0.5609,0,0,0.2139,0,0,0,0,0,0,0,0,0,-0.2638,-0.1613,-0.0268,-0.8752,0,0,3.03031053659457
"2223",11.8024,4.1999,9.6994,3.5551,7.4399,6.1082,8.3666,0.0501,0.0899,0.4617,0,0.2228,-1.6572,0.5468,1.4445,0.9935,1.734,1.8495,1.8478,-0.0412,-0.0373,1,0.1093,0.1435,0.1885,0.0896,0.1666,0.2154,-0.0369,0,0.9841,0.056,0.1034,0.1896,0.2485,0.0458,0,0,0.0627,-0.443,0,0.0717,-0.0761,0.0354,0,-4.57601190755446
"1609",14.7137,NA,NA,NA,NA,NA,NA,0.0456,0.0439,0.2607,0,0.1282,-0.3855,0.1721,0.6874,0.7344,0.9462,0.907,0.9268,0.0102,NA,0,0.2558,0.408,NA,-0.0417,-0.1099,NA,0.0163,0.2527,NA,0.3365,0.2621,NA,0.0766,0.0199,0,0,0,0.0748,0,0.0066,0.0703,-0.1207,0,51.114348141407
"86",139.1715,4.9101,5.2563,1.0653,16.0574,19.5376,138.8501,0.034,0.0071,0.1668,11.3456,0.1694,-3.9654,0.0905,0.0873,0.076,0.1023,0.1043,0.1043,0.0034,0.0034,0.1667,0.0508,-0.6832,0.0126,0.1439,0.1337,0.1007,0.1928,0.2158,0,0.164,0.1418,-0.0794,0.1218,0.1302,0,0.0118,0.0527,1.5272,0.0413,0.1356,0.1359,0.2522,0,-6.84927304855133
"2275",18.8667,0.4973,0.6417,2.4533,3.3217,4.8856,39.7289,0.2239,0.0525,0.6261,0,0.1114,-3.0733,-0.013,0.5395,-0.1203,0.5515,0.625,0.6306,-0.0483,-0.0506,0,-0.1017,-0.1726,0.1487,0.1415,0.0617,0.1639,0.1027,0.0482,0.171,0,0.0795,0.2081,0.154,0.1043,0,0,0,-0.0048,0,0.0797,0.1304,0.0833,0,-73.4220297320882
"199",0,NA,NA,NA,NA,NA,NA,0.0354,-0.2551,-31.6977,9.0668,-1.186,-1.565,-0.0974,-0.6203,-0.3683,-0.542,-0.5775,-0.5733,-0.1199,NA,0,-0.1725,-1.5721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0066,0.1699,0.5028,-2.1805,1.9403,-0.071,-54.3026727896518
"2265",0,1.3679,1.4097,1.0694,4.7296,7.2016,-57.6477,0.091,-0.0185,0.1794,32.9018,0.1241,-18.7297,-0.0352,-0.1287,-0.131,-0.1019,-0.0868,-0.0857,-0.017,NA,0.0795,-0.1008,-0.3181,0.0434,0.0556,-0.0417,0.0915,0.1151,-0.069,0.0493,0.1427,-0.09,0.1441,0.1235,0.104,0.1065,0.0962,0.1086,-0.2004,0.0196,0.0484,0.0577,0.3616,0.0666,-16.4684860814874
"1077",4.1029,NA,NA,NA,NA,NA,NA,0.0351,-0.1939,1.1516,21.7265,0.0335,-1.5932,-0.0733,-0.1962,-0.0799,-0.6238,-0.6206,-0.6282,-0.1174,-0.1156,0.274,0.2789,1.5038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1049,0.1097,0.0422,0.0253,-0.1136,-0.0919,0.900368943180432
"1543",0.0974,NA,NA,NA,NA,NA,NA,0.0604,0.056,7e-04,6.4375,0.0856,-22445.0425,-0.0899,-0.0321,-0.0524,-0.028,0.003,0.003,-0.1328,NA,-0.0991,0.0114,0.1764,0.0374,0.1015,0.2055,0.0339,0.0593,0.2764,-4e-04,0.2199,0.1967,0.0611,0.0911,0.2498,0.1045,-0.0309,-0.1764,-0.0823,-0.1614,-0.0756,-0.0877,-0.3067,-0.1131,-0.971931944896406
"994",31.5406,6.2242,6.4711,2.2879,15.5316,21.1091,29.7761,0.0396,0.0317,0.1268,7.4819,0.2488,-0.4994,0.128,0.0925,0.1365,0.0894,0.1014,0.1037,-0.0173,NA,0.1481,-0.0063,-0.1275,0.1056,0.0984,0.1427,0.0909,0.1387,0.2155,0.131,0.1485,0.1089,0.1053,0.0655,0.0589,0.1852,0.1414,0.1704,0.1017,0.1329,0.0598,-0.006,0.0059,0,34.3531698181408
"3547",17.4452,7.6183,0,1.7963,12.1507,18.06,25.2299,-0.0071,0.0569,3.3843,220.2915,-0.0586,-0.1281,0.0968,0.3663,1.0256,0.8424,0.8621,0.8621,0.0602,0.0602,0,0.3363,0.1797,0.0059,0.1606,0.2423,-0.1371,0,-0.1463,0,0,0,-0.1775,-0.0775,0.1865,0,0,0,0.357,1.2078,-0.0322,0,-0.1103,0.1675,-17.9999958385121
"3149",0,1.9477,1.9477,2.4699,7.2939,10.1999,-50.3482,0.0756,-0.0308,1.0975,49.9553,0.1573,-11.9816,0.1077,0.5142,0.4414,0.7617,0.7616,0.759,0,0,0.0833,0.0947,-0.0411,0.0278,0.0165,0.082,0.1124,0.013,-0.0596,0.0653,0.1388,3.279,0.0612,0.0218,0.0291,0.0379,0.0355,0.0487,0.0092,0.0977,0.08,0.0597,0.1797,0,-6.96571869465776
"341",0,2.8412,2.8412,2.7863,0,-29.4476,-14.5626,-0.2237,-0.0753,0.5215,15.4548,-0.4334,-0.1574,2.8647,0.572,0.5847,0.4752,0.5952,0.5952,0.2972,0.2972,0,0.7645,0.6877,NA,0,1.5681,NA,0,0,NA,0,0,NA,0,-0.251,NA,0,0,21.0388,0.9056,0.0558,-0.1532,0.4668,-0.1162,-51.8072289156626
"1459",15.8577,3.4263,3.7855,2.4261,12.6574,70.9937,-554.0902,0.1018,0.0639,4.0781,7.8883,0.3489,-4.319,-0.222,-0.2442,-0.2442,-0.1062,-0.0512,-0.0506,-0.0579,-0.0594,0.1156,0,0.0784,0.0985,0.1269,0.0901,0.2548,0.1565,0.2034,0.1184,0.3334,0.091,0.068,0.1698,0.1529,0.154,0.1466,0.1346,-0.8589,0,0,-0.063,0.072,-0.0171,-11.1301998750237
"3098",11.9417,0.8405,0.8405,4.8252,85.0929,19.7014,20.7178,0.0553,0.0837,0.7663,0,0.0465,-0.7675,0.051,0.2281,0.2281,0.3013,0.2969,0.2969,0,0,0.1818,0.1782,3.6327,0.0164,0.0285,0.0035,0.009,0,0.0219,-0.0701,0.1935,0.0771,0.0258,0.0142,0.0097,-0.0625,-0.1117,0.0914,0,0,0.0139,0.0958,0.1985,0,15.5142709364971
"2632",14.7588,1.1195,1.3453,4.7291,13.5095,13.0802,13.6238,0.0543,0.0678,0.9615,0,0.0583,-0.105,-0.002,-0.097,-0.097,-0.0691,-0.0685,-0.0822,0.0079,NA,2.24,-0.3044,-0.2728,0.0595,0.075,0.0181,0.0316,0.0582,-0.0781,0.0527,0.1693,-0.0027,0.0817,-0.0145,-0.0187,0.2471,0.3288,0.556,0,0,-0.0133,-0.0873,0.0102,0,12.0976799433696
"304",0,NA,NA,NA,NA,NA,NA,-1.3333,NA,87.6417,5.3919,-71.0136,-0.6487,-1.0722,0.7156,-3.5491,0.6862,0.7282,0.7282,0.0012,0.0012,0,-0.9593,0.2837,0.1044,-0.0558,-0.1137,-0.2118,-0.5307,-0.5332,0,0,0,-0.443,-0.7097,-0.8464,0,0,0,0.8088,-0.1985,-0.2078,-0.9834,0.0927,-0.6665,-22.7272722346724
"3534",37.51,9.7439,10.3674,6.587,46.8682,26.0725,33.2826,0.0091,0.0265,0,0,0.0879,-0.5094,0.3662,-0.1198,-0.0989,-0.1649,-0.1923,-0.2078,0.0401,0.0432,0,0.4698,0.5343,NA,NA,0.1729,NA,NA,0.0743,NA,NA,-0.1576,NA,NA,0,NA,0,0,1.1683,0,0.3781,0.3239,0,0.7598,-52.8227583174598
"3437",0,0,0,7.7405,0,33522.6125,-206.6524,-0.2876,-0.0042,-0.0683,0,0.1322,-0.5545,0.2387,-0.5847,-0.5647,-0.6206,-0.5909,-0.5909,0.0177,0.0177,0,-4.4747,-2.0781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3049,0,0.4529,-0.5065,0.0339,0.1942,-40.1503176286164
"1255",17.9186,3.1082,5.3039,1.0274,9.5515,11.4314,17.9517,0.0509,0.0564,0.0396,10.1906,0.1577,-1.6257,0.1962,0.2195,0.2195,0.2424,0.2093,0.2133,0.0253,0.0245,-1,0.2944,0.3226,0.0679,0.2224,0.1764,0.2615,0.0906,0.3935,0.0786,0,0.2449,0.1077,0.0809,0.0987,0,0,0,0.2248,0.3091,0.2,0.2281,0,0,25.7455780718211
"551",0,2.2023,2.2296,0,0,-7.7589,-7.34,-0.1432,-0.0883,0,0,-0.3155,-0.5379,0,-0.6914,-0.6914,-0.68,0.0597,0.0597,0.7882,0.7882,0,-0.623,-0.6808,NA,0,0,NA,0,0,NA,0,0,NA,3.6799,0,NA,0,0,0,0,5.0512,3.4921,0,0.8347,-74.2391296055006
"2011",7.6384,0.7712,0.7712,92.3682,123.4044,50.0806,50.0806,0.0343,0.1433,8.5191,0,0.0378,0,-0.063,-0.622,-0.1086,-0.6727,-0.6327,-0.6327,-0.1299,-0.1253,0.12,-0.4039,-0.4039,-0.0809,-0.1493,-0.1615,-0.112,-0.1931,-0.2024,-0.1543,-0.285,-0.3771,-0.0588,-0.0654,-0.0716,-0.0772,-0.1385,-0.1586,-0.143,0,-0.1533,-0.0086,-0.159,0,-7.32193448408855
"1309",25.4662,2.0729,2.0729,1.3473,9.4945,14.0928,20.3202,0.0527,0.0394,0,3.2721,0.1098,-0.655,0.0985,0.4102,0.3728,-0.1087,-0.1195,-0.1126,0.0095,0.0072,-0.8143,0.4057,0.6581,0.0502,0.054,0.1313,-3e-04,0,0.0944,0.0772,0.8446,0,0.0477,0.0243,0.0828,0.0949,-0.0216,0,0.1187,0.084,0.0993,0.0832,0,0,-6.72678163231884
"326",32.5426,7.0339,7.0339,3.2956,14.7155,21.9419,31.1399,0.0362,0.0309,0,10.2159,0.2537,-0.2884,0.2057,0.2123,0.2182,0.1761,0.1912,0.1765,-0.0056,-0.0039,0.5946,-0.0014,-0.1553,0.0906,0.0898,0.107,0.1429,0.0461,0.27,0.2103,0.1101,0.4736,0.1088,0.0932,0.1293,0,0.1059,0.1827,0.1287,0.1704,0.0535,0.0668,0,0,6.84338287379968
"1151",41.5463,1.9754,2.3187,2.1192,9.8694,19.7805,42.5281,0.0375,0.0241,0.3004,93.9362,0.0743,-1.6666,0.0899,0.5309,0.7054,0.6618,0.7519,0.7364,-0.0304,NA,0,0.0373,-0.0179,NA,0.0797,0.0911,NA,0.1366,0.094,NA,0,0.4906,NA,0.0042,0.0147,NA,0,0,-0.199,-0.7792,-0.0042,6e-04,-0.0627,0,-21.0543907343535
"1327",37.0786,0.8934,1.004,1.2138,8.9733,16.1081,52.1764,0.0189,0.0269,0.4188,121.2388,0.0164,-0.3829,0.2387,1.5595,1.6232,1.1351,1.1379,1.1379,0.0107,0.0161,0,0.5462,-0.6589,-0.051,-0.0377,0.0189,-0.0402,-0.0856,0.8043,0,0,0,-0.0223,-0.0593,-0.0648,0,0,0,0.0746,-0.2691,-0.0568,0.0156,-0.2017,0,10.3937060497871
"1108",52.8102,5.3744,5.3744,1.8616,11.4555,15.1699,48.884,0.0378,0.0189,0,6.5211,0.2022,-3.5321,0.2011,0.1705,0.17,0.1756,0.1612,0.1754,0.0117,0.001,-1,0.3712,1.017,NA,0.1718,0.1914,NA,0.3136,0.1959,NA,0.4843,0.3806,NA,0.2973,0.3192,NA,0,0,0.1333,0.2681,0.2568,0.2598,0,0,45.8530474150884
"1058",25.7096,2.7183,3.8175,0.8583,10.138,17.4327,26.6622,0.0543,0.0387,0.1327,5.3647,0.1479,-0.7204,0.2962,0.321,0.3059,0.3602,0.338,0.3214,0.0158,0.0288,0,0.5523,0.2899,0.1456,0.1448,0.1509,0.1288,0.2504,0,0.1677,0,0.088,0.1512,0.2128,0.176,0,0,0,-0.1022,0.2802,0.1576,0.1992,-0.1814,0,-11.4800033569336
"3161",0,2.4232,2.75,3.7242,12.9561,19.0175,-42.7202,0.0424,-0.0351,1.2615,32.3133,0.1026,-12.7007,-0.0074,0.0424,0.0914,0.1598,0.1512,0.1546,0.0083,0.0053,0.0476,0.2113,-0.2208,0.0104,0.0614,0.0234,0.0711,0.0267,0.0411,0.0188,0.0037,-0.0542,0.0801,0.0447,0.0415,0.1019,0.111,0.112,0.0519,0.3798,0.0646,0.0204,0.1037,0,-13.7207963571804
"2436",0,0.4516,0.9841,3.3294,14.4322,20.9967,-283.6199,0.0358,-0.0076,0.9812,4.4381,0.0205,-2.5431,1.0303,0.1987,0.1987,-0.3591,-0.5766,-0.5727,1.0506,1.0342,0.0559,0.5383,-1.7275,NA,NA,0.1237,NA,NA,0.0428,NA,NA,-0.095,NA,NA,0.117,NA,0,0.6052,2.3058,7.0792,4.4803,0.5448,17.0233,0,-12.0260853752879
"3390",15.7895,6.4519,0,0.7353,11.1971,20.4096,23.3637,0.0409,0.0627,3.3807,33.5636,0.2615,-0.3224,0.0915,0.3128,0.3232,0.8441,0.6941,0.6905,0.0894,0.0888,3.5581,0.1876,0.1905,NA,NA,0.0219,NA,NA,0.1981,NA,NA,1.2992,NA,NA,0,NA,0,0,0.0748,-0.1165,0.0255,0.2077,-0.0262,0,21.5427584492288
"41",9.6348,3.9808,4.03,0.951,6.0891,7.6522,9.0059,0.0816,0.1038,0.0019,10.735,0.3244,-0.6191,0.6488,0.7929,0.826,0.295,0.2972,0.2925,6e-04,9e-04,0,0.2142,0.142,-0.085,-0.1911,-0.0035,6e-04,0.3626,0,0.0361,0,0,-0.048,0.3297,0.5082,-1,0,0,0.0134,-0.0229,-0.0254,0.4717,-0.9953,0,-17.3446057776777
"3183",0,1.4684,1.5282,2.5962,7.992,14.3045,-59.1129,0.0883,-0.0294,1.1088,26.4607,0.1294,-5.3859,0.0547,0.3785,0.093,0.7289,0.6865,0.6757,0.0279,0.0315,0.041,0.1019,-0.068,4e-04,-0.0288,-0.0514,0.058,-0.0173,-0.0234,0.1568,0.1437,0.2163,0.0446,0.046,0.0552,0.0945,0.0941,0.0491,-0.0959,0.4763,0.0777,0.1118,0.0551,0,3.8989076656586
"1336",38.9496,1.3961,1.613,1.5838,8.2768,10.6781,60.6734,0.0564,0.0257,0.8241,0,0.0766,-2.0243,0.0872,-0.0528,0.0362,0.4281,0.3971,0.4603,-0.0022,NA,-0.7388,0.2109,-0.7365,0.0625,0.0519,0.093,-0.0229,0.0107,0.0589,0.0113,0.0989,0.2655,-0.0091,0.0189,0.0184,0.0475,0.0058,-0.0627,0.725,0,0.0522,0.0659,-0.0245,0,5.38067027774408
"1463",18.3983,3.502,0,1.4879,9.2138,15.5504,18.7326,0.0665,0.0544,0.5591,58.7542,0.2356,-1.2031,0.069,0.0773,0.082,0.1242,0.1653,0.1656,-0.0348,NA,-0.175,-0.0816,-0.116,0.065,0.0266,0.011,0.0445,-8e-04,0.0517,0.2294,0.0758,0.1051,0.0284,0.0379,0.0933,-9e-04,0.0792,-0.0467,0.0236,0.1405,0.0674,-0.1058,0.1248,0,17.5382774784235
"2642",47.0203,6.4093,11.6266,3.2406,8.1867,47.5757,51.5297,0.0692,0.0209,1.1075,0,0.4645,-0.0651,0.0811,0.3717,0.1476,0.5699,0.5938,0.5948,-0.0013,-0.0069,-0.5,-0.1511,-0.1693,0.0977,0.102,0.0478,-6e-04,-0.0972,-0.1719,0.112,0.1847,0.1194,0.0538,0.1632,0.1212,0.1271,0.078,0.0762,0.0947,0,-0.2273,-0.0204,-0.3406,0,-18.4601381961306
"166",57.9423,NA,NA,NA,NA,NA,NA,-0.0115,NA,1.8644,10.7279,0.0084,-22.7552,-0.0337,3.1661,0.0313,1.0477,0.4746,0.4746,-0.076,NA,-0.0164,7.3527,2.2896,-0.0143,-0.0373,-0.0074,-0.1535,-0.2235,0.1781,-0.2974,-0.2166,0,-0.043,-0.0932,-0.0775,-0.0311,0.0244,0.1011,-0.1581,-0.0587,-0.0818,-0.1676,-0.0611,0,-41.2494972938419
"1896",31.8319,7.3511,2.5004,3.6205,23.6201,27.1338,43.094,0.0204,0.0307,2.736,6.3762,0.1488,-0.2809,0.3248,0.6981,0.5821,0.486,0.4091,0.4091,NA,NA,0,0.4924,0.0562,0.1327,0.386,0.8944,0.1745,0,0,0.0591,0,0,-0.0614,-0.0829,-0.1086,0,0,0,0.4798,0.4129,1.0457,0.1906,1.5893,0,-83.9494161574142
"1286",62.5359,0,0,12.1213,51.8959,111.0897,130.6279,0.0111,0.0086,-10.4204,0,-0.9991,-0.0584,0.2757,0.208,0.2141,0.1934,0.1667,0.1724,0.0269,0.0217,0,0.3176,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3492,0,0.0474,0.5677,-0.0856,0,-25.4331526298032
"3274",0,NA,NA,NA,NA,NA,NA,-0.1617,0.6133,0,0,-0.0577,-0.2049,142.5297,-1.7252,-1.793,-3.762,-2.7308,-2.7308,0.2694,0.2694,0,-0.1554,-0.7644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2996,0,6.5923,16.1853,0,1.6229,25.4502723873509
